pcn,item,onhandqty,last_event,last_dest,last_event_time,suggested_review
27664,8433L-720,8,PICK,MFG Floor,03/03/26 13:09:26,likely consumed/staged on floor -> verify if on-hand should be 0
7240,8055-81,8,PICK,MFG Floor,01/19/26 10:45:21,likely consumed/staged on floor -> verify if on-hand should be 0
7753,7363L-7,7,PICK,MFG Floor,08/27/25 11:34:28,likely consumed/staged on floor -> verify if on-hand should be 0
17229,8302L-110,7,PICK,MFG Floor,08/28/25 08:29:16,likely consumed/staged on floor -> verify if on-hand should be 0
4702,ACI-3801,7,PICK,MFG Floor,12/12/25 10:59:22,likely consumed/staged on floor -> verify if on-hand should be 0
7167,8066-9,7,PICK,MFG Floor,01/19/26 09:34:40,likely consumed/staged on floor -> verify if on-hand should be 0
2432,ACI-769,7,PICK,MFG Floor,09/18/25 09:12:58,likely consumed/staged on floor -> verify if on-hand should be 0
7324,7996-43,7,PICK,MFG Floor,10/06/25 12:26:25,likely consumed/staged on floor -> verify if on-hand should be 0
7318,8291-230,7,PICK,MFG Floor,09/03/25 08:41:21,likely consumed/staged on floor -> verify if on-hand should be 0
7172,8055-30,7,PICK,MFG Floor,09/02/25 09:25:23,likely consumed/staged on floor -> verify if on-hand should be 0
29448,8223L-98,7,PICK,MFG Floor,09/16/25 15:18:54,likely consumed/staged on floor -> verify if on-hand should be 0
29449,8223L-70,7,PICK,MFG Floor,12/16/25 12:14:25,likely consumed/staged on floor -> verify if on-hand should be 0
29460,8173-1-65,7,PICK,MFG Floor,01/09/26 09:40:57,likely consumed/staged on floor -> verify if on-hand should be 0
29464,8173-1-135,7,PICK,MFG Floor,02/09/26 11:43:38,likely consumed/staged on floor -> verify if on-hand should be 0
20176,8080L-478,7,PTWY,1502504,07/08/21 11:57:55,moved off floor -> location may be stale (real available stock)
4345,ACI-3549,7,PICK,MFG Floor,09/04/25 14:05:25,likely consumed/staged on floor -> verify if on-hand should be 0
4419,ACI-3576,7,PICK,MFG Floor,09/04/25 14:50:23,likely consumed/staged on floor -> verify if on-hand should be 0
20624,8258L-250,7,PICK,MFG Floor,09/04/25 15:19:30,likely consumed/staged on floor -> verify if on-hand should be 0
27804,8443L-165,7,PICK,MFG Floor,03/03/26 11:49:13,likely consumed/staged on floor -> verify if on-hand should be 0
15419,8083-1-120,7,PICK,MFG Floor,02/11/26 14:41:54,likely consumed/staged on floor -> verify if on-hand should be 0
22469,8345-80,7,PICK,MFG Floor,09/04/25 14:05:15,likely consumed/staged on floor -> verify if on-hand should be 0
4429,ACI-3656,7,PICK,MFG Floor,09/04/25 15:05:36,likely consumed/staged on floor -> verify if on-hand should be 0
12182,8522l-40,7,PICK,MFG Floor,01/27/26 10:28:30,likely consumed/staged on floor -> verify if on-hand should be 0
15418,8256L-90,7,PICK,MFG Floor,02/02/26 13:00:56,likely consumed/staged on floor -> verify if on-hand should be 0
10908,8133-305,7,PICK,MFG Floor,08/18/25 10:20:15,likely consumed/staged on floor -> verify if on-hand should be 0
29713,8343ML-460,7,PICK,MFG Floor,10/20/25 14:20:54,likely consumed/staged on floor -> verify if on-hand should be 0
25613,8037-120,7,PICK,MFG Floor,12/16/25 12:13:59,likely consumed/staged on floor -> verify if on-hand should be 0
22463,8345-95,7,PICK,MFG Floor,09/04/25 14:04:53,likely consumed/staged on floor -> verify if on-hand should be 0
12387,8024L-52,7,PICK,MFG Floor,09/04/25 15:06:10,likely consumed/staged on floor -> verify if on-hand should be 0
6297,8024L-31,7,PICK,MFG Floor,02/27/26 12:13:23,likely consumed/staged on floor -> verify if on-hand should be 0
3461,ACI-2745,7,PICK,MFG Floor,09/25/25 09:28:20,likely consumed/staged on floor -> verify if on-hand should be 0
30329,8439L-130,7,PICK,MFG Floor,09/04/25 13:01:24,likely consumed/staged on floor -> verify if on-hand should be 0
15261,8329-35,7,PICK,MFG Floor,09/02/25 09:25:40,likely consumed/staged on floor -> verify if on-hand should be 0
7777,7363L-73,7,PICK,MFG Floor,02/27/26 12:13:58,likely consumed/staged on floor -> verify if on-hand should be 0
30420,8037-180,7,PICK,MFG Floor,12/16/25 12:27:05,likely consumed/staged on floor -> verify if on-hand should be 0
3445,7584-75,7,PICK,MFG Floor,02/25/26 11:23:18,likely consumed/staged on floor -> verify if on-hand should be 0
4546,ACI-3693,7,PICK,MFG Floor,12/12/25 09:23:00,likely consumed/staged on floor -> verify if on-hand should be 0
6740,7686-3,7,PICK,MFG Floor,02/27/26 10:31:11,likely consumed/staged on floor -> verify if on-hand should be 0
16245,8169M-460,7,PICK,MFG Floor,03/03/26 10:04:31,likely consumed/staged on floor -> verify if on-hand should be 0
26549,8444-120,7,PICK,MFG Floor,02/19/26 10:11:12,likely consumed/staged on floor -> verify if on-hand should be 0
17062,8276-170,7,PICK,MFG Floor,09/02/25 09:27:53,likely consumed/staged on floor -> verify if on-hand should be 0
2564,ACI-725,7,PICK,MFG Floor,01/14/26 14:21:00,likely consumed/staged on floor -> verify if on-hand should be 0
27933,8433L-245,7,PICK,MFG Floor,03/03/26 12:07:46,likely consumed/staged on floor -> verify if on-hand should be 0
27642,8433L-325,7,PICK,MFG Floor,03/03/26 13:05:01,likely consumed/staged on floor -> verify if on-hand should be 0
22085,8340-30,7,PICK,MFG Floor,09/16/25 13:56:46,likely consumed/staged on floor -> verify if on-hand should be 0
25001,8399M-175,7,PICK,MFG Floor,01/09/26 07:49:35,likely consumed/staged on floor -> verify if on-hand should be 0
15789,8230ML-300,7,PICK,MFG Floor,10/01/25 11:14:48,likely consumed/staged on floor -> verify if on-hand should be 0
4548,ACI-3625,7,PICK,MFG Floor,12/12/25 09:22:54,likely consumed/staged on floor -> verify if on-hand should be 0
26538,8413L-325,7,PICK,MFG Floor,03/03/26 09:33:01,likely consumed/staged on floor -> verify if on-hand should be 0
11448,7686-61,7,PICK,MFG Floor,02/11/26 10:21:48,likely consumed/staged on floor -> verify if on-hand should be 0
6895,ACI-3917,7,PICK,MFG Floor,09/17/25 10:36:49,likely consumed/staged on floor -> verify if on-hand should be 0
18838,7143L-10,7,PICK,MFG Floor,05/21/24 14:49:12,likely consumed/staged on floor -> verify if on-hand should be 0
15204,7682-14,7,PICK,MFG Floor,02/02/26 13:01:00,likely consumed/staged on floor -> verify if on-hand should be 0
11805,8188L-5,7,PICK,MFG Floor,01/12/26 07:46:58,likely consumed/staged on floor -> verify if on-hand should be 0
6294,8024L-7,7,PICK,MFG Floor,02/11/26 10:21:18,likely consumed/staged on floor -> verify if on-hand should be 0
2723,ACI-956,7,PICK,MFG Floor,12/15/25 15:11:01,likely consumed/staged on floor -> verify if on-hand should be 0
27650,8433L-240,7,PICK,MFG Floor,03/03/26 13:05:05,likely consumed/staged on floor -> verify if on-hand should be 0
27651,8433L-215,7,PICK,MFG Floor,03/03/26 13:09:30,likely consumed/staged on floor -> verify if on-hand should be 0
13704,8115-280,7,PICK,MFG Floor,02/12/26 08:14:35,likely consumed/staged on floor -> verify if on-hand should be 0
38062,8606M-185,7,PTWY,2201503,01/06/26 08:19:47,moved off floor -> location may be stale (real available stock)
23292,7754L-10,7,PTWY,1504012,02/19/26 10:25:32,moved off floor -> location may be stale (real available stock)
13819,8222-10,7,PICK,MFG Floor,01/30/26 10:46:49,likely consumed/staged on floor -> verify if on-hand should be 0
14587,7495M-55,7,PICK,MFG Floor,09/02/25 09:25:45,likely consumed/staged on floor -> verify if on-hand should be 0
2788,ACI-999,7,PICK,MFG Floor,12/15/25 15:10:35,likely consumed/staged on floor -> verify if on-hand should be 0
19702,8199-290,7,PICK,MFG Floor,12/17/25 11:58:20,likely consumed/staged on floor -> verify if on-hand should be 0
5633,7393-180,7,PICK,MFG Floor,02/26/26 10:33:44,likely consumed/staged on floor -> verify if on-hand should be 0
13064,8183L-55,7,PICK,MFG Floor,01/27/26 10:28:13,likely consumed/staged on floor -> verify if on-hand should be 0
18993,8256L-80,7,PICK,MFG Floor,02/19/26 10:19:40,likely consumed/staged on floor -> verify if on-hand should be 0
2313,ACI-629,7,PICK,MFG Floor,09/04/25 13:45:38,likely consumed/staged on floor -> verify if on-hand should be 0
3337,ACI-2654,7,PICK,MFG Floor,02/04/26 14:41:24,likely consumed/staged on floor -> verify if on-hand should be 0
12820,8188L-15,7,PICK,MFG Floor,09/04/25 15:06:06,likely consumed/staged on floor -> verify if on-hand should be 0
11483,7686-35,6,PICK,MFG Floor,02/27/26 10:26:29,likely consumed/staged on floor -> verify if on-hand should be 0
3054,ACI-2393,6,PICK,MFG Floor,01/19/26 10:43:40,likely consumed/staged on floor -> verify if on-hand should be 0
3059,ACI-2421,6,PICK,MFG Floor,12/12/25 11:34:10,likely consumed/staged on floor -> verify if on-hand should be 0
11100,8136L-165,6,PICK,MFG Floor,02/26/26 10:33:50,likely consumed/staged on floor -> verify if on-hand should be 0
27636,8433L-650,6,PICK,MFG Floor,03/03/26 13:08:29,likely consumed/staged on floor -> verify if on-hand should be 0
7067,7084-32,6,PICK,MFG Floor,11/07/25 11:57:51,likely consumed/staged on floor -> verify if on-hand should be 0
6693,8012L-60,6,PICK,MFG Floor,02/27/26 10:58:34,likely consumed/staged on floor -> verify if on-hand should be 0
38531,8730L-15,6,PICK,MFG Floor,09/24/25 09:53:34,likely consumed/staged on floor -> verify if on-hand should be 0
32208,5189-23,6,PICK,MFG Floor,01/09/26 09:41:09,likely consumed/staged on floor -> verify if on-hand should be 0
32677,8080L-2-390,6,PICK,MFG Floor,09/16/25 07:22:42,likely consumed/staged on floor -> verify if on-hand should be 0
27948,8433L-765,6,PICK,MFG Floor,03/03/26 12:07:09,likely consumed/staged on floor -> verify if on-hand should be 0
15617,ACI-4581,6,PICK,MFG Floor,09/16/25 13:47:36,likely consumed/staged on floor -> verify if on-hand should be 0
13875,8200-195,6,PICK,MFG Floor,10/20/25 09:38:17,likely consumed/staged on floor -> verify if on-hand should be 0
28807,7946L-280,6,PICK,MFG Floor,06/05/25 13:36:34,likely consumed/staged on floor -> verify if on-hand should be 0
26859,8202L-55,6,PICK,MFG Floor,02/19/26 10:35:14,likely consumed/staged on floor -> verify if on-hand should be 0
7746,8055-33,6,PICK,MFG Floor,08/27/25 11:34:16,likely consumed/staged on floor -> verify if on-hand should be 0
5428,8183L-60,6,PICK,MFG Floor,01/27/26 10:28:41,likely consumed/staged on floor -> verify if on-hand should be 0
11069,8135-15,6,PICK,MFG Floor,02/12/26 08:03:18,likely consumed/staged on floor -> verify if on-hand should be 0
26868,ACI-4651,6,PICK,MFG Floor,02/27/26 10:43:19,likely consumed/staged on floor -> verify if on-hand should be 0
17957,8267L-20,6,PICK,MFG Floor,09/02/25 09:26:58,likely consumed/staged on floor -> verify if on-hand should be 0
2918,ACI-2310,6,PICK,MFG Floor,01/15/26 09:59:16,likely consumed/staged on floor -> verify if on-hand should be 0
17176,8159-30,6,PICK,MFG Floor,02/27/26 08:31:21,likely consumed/staged on floor -> verify if on-hand should be 0
7327,7584-94,6,PICK,MFG Floor,03/03/26 09:01:37,likely consumed/staged on floor -> verify if on-hand should be 0
13141,8200-45,6,PICK,MFG Floor,10/20/25 10:09:16,likely consumed/staged on floor -> verify if on-hand should be 0
7773,7363L-76,6,PICK,MFG Floor,02/27/26 11:30:40,likely consumed/staged on floor -> verify if on-hand should be 0
2936,ACI-2072,6,PICK,MFG Floor,01/19/26 10:43:15,likely consumed/staged on floor -> verify if on-hand should be 0
13020,8200-155,6,PICK,MFG Floor,10/20/25 10:09:22,likely consumed/staged on floor -> verify if on-hand should be 0
7071,7084-1,6,PICK,MFG Floor,01/15/26 12:08:41,likely consumed/staged on floor -> verify if on-hand should be 0
29072,8452-160,6,PICK,MFG Floor,02/02/26 08:36:46,likely consumed/staged on floor -> verify if on-hand should be 0
24976,8399M-145,6,PICK,MFG Floor,01/09/26 08:00:20,likely consumed/staged on floor -> verify if on-hand should be 0
6434,8024L-95,6,PICK,MFG Floor,08/26/25 09:02:33,likely consumed/staged on floor -> verify if on-hand should be 0
12612,8126L-120,6,PICK,MFG Floor,09/05/25 08:30:53,likely consumed/staged on floor -> verify if on-hand should be 0
11152,8155-70,6,PICK,MFG Floor,02/27/26 07:32:01,likely consumed/staged on floor -> verify if on-hand should be 0
11617,8142M-150,6,PICK,MFG Floor,11/10/25 13:42:17,likely consumed/staged on floor -> verify if on-hand should be 0
27719,8384L-80,6,PICK,MFG Floor,03/03/26 10:04:43,likely consumed/staged on floor -> verify if on-hand should be 0
11096,8136L-85,6,PICK,MFG Floor,02/26/26 10:33:54,likely consumed/staged on floor -> verify if on-hand should be 0
6689,8012L-62,6,PICK,MFG Floor,08/26/25 09:01:57,likely consumed/staged on floor -> verify if on-hand should be 0
31633,7946L-55,6,PICK,MFG Floor,05/27/25 11:42:32,likely consumed/staged on floor -> verify if on-hand should be 0
5833,8539-155,6,PICK,MFG Floor,01/12/26 15:11:42,likely consumed/staged on floor -> verify if on-hand should be 0
5711,8012L-16,6,PICK,MFG Floor,09/17/25 07:14:18,likely consumed/staged on floor -> verify if on-hand should be 0
32558,7155-3,6,PICK,MFG Floor,02/04/26 13:57:33,likely consumed/staged on floor -> verify if on-hand should be 0
17795,8279L-15,6,PICK,MFG Floor,09/03/25 08:41:39,likely consumed/staged on floor -> verify if on-hand should be 0
5718,8012L-15,6,PICK,MFG Floor,09/16/25 15:20:00,likely consumed/staged on floor -> verify if on-hand should be 0
15461,7254R-7,6,PICK,MFG Floor,01/05/26 12:35:38,likely consumed/staged on floor -> verify if on-hand should be 0
27919,8433L-315,6,PICK,MFG Floor,03/03/26 11:41:19,likely consumed/staged on floor -> verify if on-hand should be 0
6188,8002M-170,6,PICK,MFG Floor,01/12/26 15:11:56,likely consumed/staged on floor -> verify if on-hand should be 0
4143,ACI-3428,6,PICK,MFG Floor,02/09/26 11:44:08,likely consumed/staged on floor -> verify if on-hand should be 0
29617,8477L-65,6,PICK,MFG Floor,10/09/25 13:32:09,likely consumed/staged on floor -> verify if on-hand should be 0
7684,8055-54,6,PICK,MFG Floor,09/02/25 09:24:38,likely consumed/staged on floor -> verify if on-hand should be 0
7279,7907LB-27,6,PICK,MFG Floor,08/27/25 08:20:49,likely consumed/staged on floor -> verify if on-hand should be 0
17311,8282L-80,6,PICK,MFG Floor,09/02/25 09:25:29,likely consumed/staged on floor -> verify if on-hand should be 0
28672,7343-235,6,PICK,MFG Floor,02/20/26 07:14:03,likely consumed/staged on floor -> verify if on-hand should be 0
28488,8447L-25,6,PICK,MFG Floor,08/18/25 09:03:02,likely consumed/staged on floor -> verify if on-hand should be 0
4706,ACI-3779,6,PICK,MFG Floor,01/30/26 10:27:43,likely consumed/staged on floor -> verify if on-hand should be 0
10606,8110-5,6,PICK,MFG Floor,02/25/26 13:03:17,likely consumed/staged on floor -> verify if on-hand should be 0
7383,8063L-33,6,PICK,MFG Floor,09/25/25 09:28:02,likely consumed/staged on floor -> verify if on-hand should be 0
3302,ACI-2586,6,PICK,MFG Floor,01/30/26 10:09:44,likely consumed/staged on floor -> verify if on-hand should be 0
31001,8500-300,6,PICK,MFG Floor,02/26/26 09:54:38,likely consumed/staged on floor -> verify if on-hand should be 0
15296,8245L-445,6,PICK,MFG Floor,02/27/26 07:32:10,likely consumed/staged on floor -> verify if on-hand should be 0
17412,7758-75,6,PICK,MFG Floor,09/02/25 09:27:18,likely consumed/staged on floor -> verify if on-hand should be 0
27490,8433L-165,6,PICK,MFG Floor,03/03/26 12:38:32,likely consumed/staged on floor -> verify if on-hand should be 0
3100,ACI-2447,6,PICK,MFG Floor,08/27/25 11:35:15,likely consumed/staged on floor -> verify if on-hand should be 0
6690,8012L-22,6,PICK,MFG Floor,08/26/25 09:02:44,likely consumed/staged on floor -> verify if on-hand should be 0
18293,7393-20,6,PICK,MFG Floor,02/26/26 10:33:40,likely consumed/staged on floor -> verify if on-hand should be 0
27647,8433L-205,6,PICK,MFG Floor,03/03/26 13:05:09,likely consumed/staged on floor -> verify if on-hand should be 0
30172,7946L-280,6,PICK,MFG Floor,06/05/25 13:36:29,likely consumed/staged on floor -> verify if on-hand should be 0
4576,ACI-3727,6,PICK,MFG Floor,12/12/25 09:22:14,likely consumed/staged on floor -> verify if on-hand should be 0
17076,8276-35,6,PICK,MFG Floor,09/02/25 09:26:38,likely consumed/staged on floor -> verify if on-hand should be 0
3291,ACI-2593,6,PICK,MFG Floor,01/30/26 10:27:33,likely consumed/staged on floor -> verify if on-hand should be 0
11194,8155-35,6,PICK,MFG Floor,02/27/26 07:37:49,likely consumed/staged on floor -> verify if on-hand should be 0
4648,ACI-3707,6,PICK,MFG Floor,12/12/25 09:22:40,likely consumed/staged on floor -> verify if on-hand should be 0
15292,8245L-125,6,PICK,MFG Floor,02/27/26 07:32:06,likely consumed/staged on floor -> verify if on-hand should be 0
6692,8012L-21,6,PICK,MFG Floor,08/26/25 09:02:23,likely consumed/staged on floor -> verify if on-hand should be 0
8358,7785-62,6,PICK,MFG Floor,12/12/25 10:40:17,likely consumed/staged on floor -> verify if on-hand should be 0
3424,7860-75,6,PICK,MFG Floor,01/15/26 12:20:12,likely consumed/staged on floor -> verify if on-hand should be 0
7313,7584-102,6,PICK,MFG Floor,08/26/25 09:02:28,likely consumed/staged on floor -> verify if on-hand should be 0
4371,ACI-3568,6,PICK,MFG Floor,09/04/25 15:05:29,likely consumed/staged on floor -> verify if on-hand should be 0
2576,ACI-841,6,PICK,MFG Floor,01/14/26 14:21:23,likely consumed/staged on floor -> verify if on-hand should be 0
30351,8439L-165,6,PICK,MFG Floor,09/04/25 13:43:55,likely consumed/staged on floor -> verify if on-hand should be 0
12281,7880-16,6,PICK,MFG Floor,02/27/26 11:28:35,likely consumed/staged on floor -> verify if on-hand should be 0
11191,8155-25,6,PICK,MFG Floor,02/27/26 07:31:22,likely consumed/staged on floor -> verify if on-hand should be 0
11487,7686-33,6,PICK,MFG Floor,09/10/25 07:05:12,likely consumed/staged on floor -> verify if on-hand should be 0
7358,8063L-13,6,PICK,MFG Floor,09/25/25 09:30:35,likely consumed/staged on floor -> verify if on-hand should be 0
10358,7984-80,5,PICK,MFG Floor,01/14/26 07:25:42,likely consumed/staged on floor -> verify if on-hand should be 0
10621,8133-95,5,PICK,MFG Floor,09/16/25 07:17:56,likely consumed/staged on floor -> verify if on-hand should be 0
10648,7848-34,5,PICK,MFG Floor,10/10/25 14:44:34,likely consumed/staged on floor -> verify if on-hand should be 0
11024,8122-85,5,PICK,MFG Floor,02/12/26 09:15:53,likely consumed/staged on floor -> verify if on-hand should be 0
11029,8122-310,5,PICK,MFG Floor,02/12/26 09:14:29,likely consumed/staged on floor -> verify if on-hand should be 0
11040,8122-90,5,PICK,MFG Floor,02/12/26 08:03:08,likely consumed/staged on floor -> verify if on-hand should be 0
11078,8137L-160,5,PICK,MFG Floor,02/12/26 08:03:21,likely consumed/staged on floor -> verify if on-hand should be 0
11098,8136L-160,5,PICK,MFG Floor,02/27/26 07:37:36,likely consumed/staged on floor -> verify if on-hand should be 0
11138,8155-80,5,PICK,MFG Floor,02/27/26 07:37:57,likely consumed/staged on floor -> verify if on-hand should be 0
11139,8137L-35,5,PICK,MFG Floor,02/26/26 10:50:41,likely consumed/staged on floor -> verify if on-hand should be 0
11153,8155-75,5,PICK,MFG Floor,02/27/26 07:37:45,likely consumed/staged on floor -> verify if on-hand should be 0
11154,8155-40,5,PICK,MFG Floor,02/26/26 10:45:43,likely consumed/staged on floor -> verify if on-hand should be 0
11155,8155-20,5,PICK,MFG Floor,02/27/26 07:37:54,likely consumed/staged on floor -> verify if on-hand should be 0
11156,8155-45,5,PICK,MFG Floor,02/26/26 10:50:37,likely consumed/staged on floor -> verify if on-hand should be 0
11157,8155-15,5,PICK,MFG Floor,02/27/26 07:38:00,likely consumed/staged on floor -> verify if on-hand should be 0
11190,8155-125,5,PICK,MFG Floor,02/27/26 07:31:28,likely consumed/staged on floor -> verify if on-hand should be 0
11273,8177M-45,5,PICK,MFG Floor,01/14/26 07:25:08,likely consumed/staged on floor -> verify if on-hand should be 0
11450,8292-85,5,PTWY,1506604,12/12/25 08:38:17,moved off floor -> location may be stale (real available stock)
11578,8142M-430,5,PICK,MFG Floor,09/02/25 09:26:49,likely consumed/staged on floor -> verify if on-hand should be 0
11686,6765-30,5,PICK,MFG Floor,03/03/26 09:33:06,likely consumed/staged on floor -> verify if on-hand should be 0
11792,8103-35,5,PICK,MFG Floor,05/27/25 11:06:19,likely consumed/staged on floor -> verify if on-hand should be 0
11987,8002M-39,5,PICK,MFG Floor,02/11/26 13:26:49,likely consumed/staged on floor -> verify if on-hand should be 0
12407,8024L-52,5,PICK,MFG Floor,09/04/25 13:45:33,likely consumed/staged on floor -> verify if on-hand should be 0
12472,8181-45,5,PICK,MFG Floor,02/11/26 13:23:14,likely consumed/staged on floor -> verify if on-hand should be 0
12473,8181-505,5,PICK,MFG Floor,10/20/25 07:52:18,likely consumed/staged on floor -> verify if on-hand should be 0
12574,6542-1,5,PICK,MFG Floor,09/30/25 14:21:02,likely consumed/staged on floor -> verify if on-hand should be 0
12682,ACI-3671,5,PICK,MFG Floor,02/19/26 10:19:50,likely consumed/staged on floor -> verify if on-hand should be 0
12683,8141M-270,5,PICK,MFG Floor,09/04/25 13:44:18,likely consumed/staged on floor -> verify if on-hand should be 0
12686,8112L-390,5,PICK,MFG Floor,09/04/25 13:44:37,likely consumed/staged on floor -> verify if on-hand should be 0
12716,8152L-175,5,PICK,MFG Floor,12/17/25 12:08:30,likely consumed/staged on floor -> verify if on-hand should be 0
13326,8193-40,5,PICK,MFG Floor,02/05/26 12:28:45,likely consumed/staged on floor -> verify if on-hand should be 0
13351,8181-10,5,PICK,MFG Floor,10/21/25 14:50:55,likely consumed/staged on floor -> verify if on-hand should be 0
13632,6588l-78,5,PICK,MFG Floor,08/14/25 13:10:50,likely consumed/staged on floor -> verify if on-hand should be 0
13637,8141M-285,5,PICK,MFG Floor,09/02/25 09:27:09,likely consumed/staged on floor -> verify if on-hand should be 0
13952,8095-230,5,PICK,MFG Floor,02/27/26 13:28:03,likely consumed/staged on floor -> verify if on-hand should be 0
13965,8095-235,5,PICK,MFG Floor,02/27/26 13:28:06,likely consumed/staged on floor -> verify if on-hand should be 0
13970,8095-240,5,PICK,MFG Floor,02/27/26 13:28:29,likely consumed/staged on floor -> verify if on-hand should be 0
15367,7826-385,5,PICK,MFG Floor,02/02/26 13:11:14,likely consumed/staged on floor -> verify if on-hand should be 0
15377,7826-395,5,PICK,MFG Floor,02/02/26 13:11:10,likely consumed/staged on floor -> verify if on-hand should be 0
15396,8142M-405,5,PICK,MFG Floor,02/02/26 13:00:47,likely consumed/staged on floor -> verify if on-hand should be 0
15754,8230ML-150,5,PICK,MFG Floor,09/17/25 07:14:09,likely consumed/staged on floor -> verify if on-hand should be 0
16074,8271-75,5,PICK,MFG Floor,01/15/26 08:35:50,likely consumed/staged on floor -> verify if on-hand should be 0
16252,8266L-175,5,PICK,MFG Floor,09/03/25 08:42:29,likely consumed/staged on floor -> verify if on-hand should be 0
16299,8266L-50,5,PICK,MFG Floor,09/03/25 08:42:35,likely consumed/staged on floor -> verify if on-hand should be 0
16458,8037-160,5,PICK,MFG Floor,12/16/25 10:09:21,likely consumed/staged on floor -> verify if on-hand should be 0
16784,7918-45,5,PICK,MFG Floor,08/18/25 10:20:09,likely consumed/staged on floor -> verify if on-hand should be 0
17443,8167M-340,5,PICK,MFG Floor,01/15/26 09:59:11,likely consumed/staged on floor -> verify if on-hand should be 0
17811,8285-20,5,PICK,MFG Floor,02/25/26 13:03:12,likely consumed/staged on floor -> verify if on-hand should be 0
17954,8245L-170,5,PICK,MFG Floor,12/17/25 12:08:15,likely consumed/staged on floor -> verify if on-hand should be 0
18014,8292-30,5,PICK,MFG Floor,09/04/25 13:45:02,likely consumed/staged on floor -> verify if on-hand should be 0
18347,8245L-155,5,PICK,MFG Floor,02/19/26 10:18:35,likely consumed/staged on floor -> verify if on-hand should be 0
18373,7143L-20,5,PICK,MFG Floor,09/04/25 14:05:20,likely consumed/staged on floor -> verify if on-hand should be 0
18689,8245L-135,5,PICK,MFG Floor,09/03/25 08:42:13,likely consumed/staged on floor -> verify if on-hand should be 0
18975,8258L-80,5,PICK,MFG Floor,09/15/25 15:14:33,likely consumed/staged on floor -> verify if on-hand should be 0
19034,8245L-160,5,PICK,MFG Floor,09/03/25 08:42:24,likely consumed/staged on floor -> verify if on-hand should be 0
19204,7860-107,5,PICK,MFG Floor,01/30/26 10:46:33,likely consumed/staged on floor -> verify if on-hand should be 0
19213,7860-111,5,PICK,MFG Floor,01/09/26 07:49:29,likely consumed/staged on floor -> verify if on-hand should be 0
19567,5189-74,5,PICK,MFG Floor,01/09/26 09:41:13,likely consumed/staged on floor -> verify if on-hand should be 0
19687,8355M-80,5,PICK,MFG Floor,09/02/25 09:25:17,likely consumed/staged on floor -> verify if on-hand should be 0
19818,8291-225,5,PICK,MFG Floor,09/03/25 08:40:27,likely consumed/staged on floor -> verify if on-hand should be 0
21328,6932L-27,5,PICK,MFG Floor,12/17/25 10:08:17,likely consumed/staged on floor -> verify if on-hand should be 0
21390,8291-340,5,PICK,MFG Floor,02/20/26 11:23:59,likely consumed/staged on floor -> verify if on-hand should be 0
21394,8291-240,5,PICK,MFG Floor,02/20/26 11:24:07,likely consumed/staged on floor -> verify if on-hand should be 0
21548,8291-205,5,PICK,MFG Floor,02/20/26 11:24:12,likely consumed/staged on floor -> verify if on-hand should be 0
21928,ACI-4638,5,PICK,MFG Floor,02/27/26 09:08:19,likely consumed/staged on floor -> verify if on-hand should be 0
21961,8325-45,5,PICK,MFG Floor,01/14/26 07:25:13,likely consumed/staged on floor -> verify if on-hand should be 0
21962,8325-25,5,PICK,MFG Floor,01/14/26 07:25:17,likely consumed/staged on floor -> verify if on-hand should be 0
22139,7984-120,5,PICK,MFG Floor,01/14/26 07:25:03,likely consumed/staged on floor -> verify if on-hand should be 0
22142,7984-80,5,PICK,MFG Floor,09/25/25 09:31:12,likely consumed/staged on floor -> verify if on-hand should be 0
2317,ACI-621,5,PICK,MFG Floor,09/05/25 08:31:08,likely consumed/staged on floor -> verify if on-hand should be 0
24819,8384L-75,5,PICK,MFG Floor,03/03/26 10:04:39,likely consumed/staged on floor -> verify if on-hand should be 0
25812,8350M-315,5,PICK,MFG Floor,02/27/26 09:21:32,likely consumed/staged on floor -> verify if on-hand should be 0
26464,8354-60,5,PICK,MFG Floor,02/27/26 09:21:40,likely consumed/staged on floor -> verify if on-hand should be 0
26928,8192-245,5,PICK,MFG Floor,02/27/26 08:31:17,likely consumed/staged on floor -> verify if on-hand should be 0
2725,ACI-952,5,PICK,MFG Floor,09/05/25 08:39:53,likely consumed/staged on floor -> verify if on-hand should be 0
27644,8433L-760,5,PICK,MFG Floor,03/03/26 12:38:25,likely consumed/staged on floor -> verify if on-hand should be 0
27914,8443L-195,5,PICK,MFG Floor,08/05/25 09:06:50,likely consumed/staged on floor -> verify if on-hand should be 0
27934,8443L-190,5,PICK,MFG Floor,03/03/26 11:40:33,likely consumed/staged on floor -> verify if on-hand should be 0
27935,8433L-320,5,PICK,MFG Floor,03/03/26 11:40:44,likely consumed/staged on floor -> verify if on-hand should be 0
27975,8433L-740,5,PICK,MFG Floor,03/03/26 11:41:02,likely consumed/staged on floor -> verify if on-hand should be 0
28130,8433L-755,5,PICK,MFG Floor,03/03/26 11:55:32,likely consumed/staged on floor -> verify if on-hand should be 0
28743,8448L-405,5,PICK,MFG Floor,01/15/26 08:44:19,likely consumed/staged on floor -> verify if on-hand should be 0
28960,8415M-230,5,PICK,MFG Floor,11/20/25 14:54:41,likely consumed/staged on floor -> verify if on-hand should be 0
28962,8415M-310,5,PICK,MFG Floor,11/21/25 09:05:14,likely consumed/staged on floor -> verify if on-hand should be 0
