pcn,item,mpn,current_onhand,corrected_onhand,phantom_removed,relabel_adjt_count,relabel_units,loc_to,mfg_qty
2655,8282L-70,ERJ-P06J330V,50,0,50,1,50,MFG Floor,50
39839,8740l-10,RBC14-14,50,0,50,1,50,MFG Floor,50
33443,8500-400,APV1122AX,50,0,50,1,90,2203303,0
34363,8594l-730,C0402C104K8RACTU,50,0,50,2,100,MFG Floor,0
19008,8515l-1-20,CL21A106KOQNNNE,50,0,50,1,50,MFG Floor,50
16791,7946L-30,C1206C475K5PACTU,120,70,50,1,50,1502101,0
4478,6588-22,APHCM2012CGCK-F01,50,0,50,1,50,MFG Floor,50
19967,7143L-7,EEE-1VA101XP,50,0,50,1,50,MFG Floor,0
42144,8733L-20,3365/20,50,0,50,1,50,MFG Floor,50
42395,8657ML-195,CL10A105KB8NNNC,50,0,50,1,90,2203403,0
17876,7331M-8,CD0603-S01575,50,0,50,1,50,MFG Floor,50
17936,7758-20,CL05B103KA5NNNC,50,0,50,1,50,MFG Floor,0
21054,7104-1,06033C104KAT4A,100,50,50,1,50,1505908,0
34356,8594l-320,ERJ-2RKF1213X,50,0,50,2,100,2201502,50
6388,8095-20,C0805C104K5RACTU,50,0,50,1,50,MFG Floor,50
16440,8037-170,SMBJP6KE16A-TP,50,0,50,1,50,MFG Floor,50
15804,8247-100,ESR10EZPJ472,50,0,50,1,50,MFG Floor,50
11846,8566ML-1220,C0603C103K5RACTU,50,0,50,1,50,MFG Floor,50
4151,6163L-11,HR2220V801R-10,50,0,50,1,50,MFG Floor,50
38010,7396-395,28B0500-100,50,0,50,1,50,MFG Floor,50
36443,7946L-305,1206USB-223MLC,120,70,50,1,50,1603004,0
11905,8197-15,BSS84DW-7-F,50,0,50,1,50,MFG Floor,50
9005,6779ML-92,MF1/4DCT52R1503F,50,0,50,1,3500,1501601,0
9085,8098-1-165,RNMF14FTC270R,2750,2700,50,1,50,MFG Floor,50
5787,7918-20,ESD9L5.0ST5G,50,0,50,1,50,MFG Floor,50
1655,8582ML-25,C0402C104K4RACTU,50,0,50,1,50,MFG Floor,50
33341,6614L-35,MAX232D,50,0,50,1,50,MFG Floor,50
44601,8736L-10,P10-10R-D,50,0,50,1,50,MFG Floor,50
33086,6707L-1,CFAH2002A-NGG-JT,50,0,50,1,50,MFG Floor,50
33005,7946L-285,LM3704XCMM-308/NOPB,50,0,50,1,50,MFG Floor,50
17010,8245L-115,BAT54CWT1G,50,0,50,1,50,1301803,0
20403,6252-36,744227,50,0,50,1,50,MFG Floor,50
14037,8080L-1-465,CRCW060347K0FKEA,50,0,50,1,50,MFG Floor,50
16684,8520L-215,RMCF0402JT100K,50,0,50,1,50,MFG Floor,50
6282,7144L-21,MAX7414EUA+,50,0,50,1,50,MFG Floor,50
19147,8349M-415,IRF8788TRPBF,50,0,50,1,50,MFG Floor,50
24015,6948L-24,PS2505L-1-F3-A,50,0,50,1,50,MFG Floor,50
17510,7944L-1-50,EEE-FK1V221P,50,0,50,1,50,MFG Floor,50
42292,8243-95,M2027SS1W01,100,50,50,1,50,MFG Floor,0
6510,7144L-24,TLV2761IDBVT,50,0,50,1,50,MFG Floor,50
12536,ACI-7001,271-54.9K-RC,100,50,50,1,50,2104501,0
9408,7726-36,RN55D2212FB14,50,0,50,1,50,MFG Floor,50
2703,8063L-45,CRCW040210M0FKED,50,0,50,1,50,MFG Floor,50
5999,C8081M-4,C1608X8R1E104K,50,0,50,1,50,MFG Floor,50
18881,8532l-10,CL10A475KP8NNNC,50,0,50,1,50,MFG Floor,50
33092,6519L-1,CFAH2002A-NGG-JT,50,0,50,1,50,MFG Floor,50
20209,6753L-48,DLW21SN900SQ2L,50,0,50,1,50,MFG Floor,50
13332,6753-11,T491C106K020AT,50,0,50,1,50,MFG Floor,50
30275,6588L-34,744227,50,0,50,1,50,MFG Floor,50
38513,8739L-5,RD367,50,0,50,1,50,MFG Floor,50
36836,7143L-50,M22-7131042,50,0,50,1,50,MFG Floor,50
37571,7946l-140,DS9098P-TRL,50,0,50,1,50,1502301,0
9927,7307-33,22112032,50,0,50,1,50,MFG Floor,50
33035,6659M-5,D38999/20WH35AN,50,0,50,1,50,MFG Floor,50
20228,6588L-22,APHCM2012CGCK-F01,50,0,50,1,50,MFG Floor,50
3271,7254T-7,INA122UA,50,0,50,1,50,MFG Floor,50
12629,6590L-A-58,BC846BW-7-F,50,0,50,1,50,MFG Floor,50
3102,7694L-7,PDS560-13,49,0,49,1,49,MFG Floor,49
4300,6588-73,MIC2954-03WSTR,49,0,49,1,49,MFG Floor,49
41100,7396-255,CD4098BE,49,0,49,1,49,MFG Floor,49
1991,8766L-30,2N7002-7-F,48,0,48,1,48,MFG Floor,48
13546,8138M-380,TBU-CA065-300-WH,48,0,48,1,48,MFG Floor,48
16566,8258L-250,SN65LVDT2DBVR,48,0,48,1,48,MFG Floor,48
7091,8525ML-1-215,MBRS340T3G,48,0,48,1,48,MFG Floor,48
22532,6463-130,ERJ-3EKF1001V,96,48,48,1,48,1601004,0
20216,6753L-100,KXTF9-4100,48,0,48,1,48,MFG Floor,48
11431,8284-70,ELC-3GN100M,48,0,48,1,48,MFG Floor,48
4434,6590-33,BZX84C2V7LT1G,47,0,47,1,47,MFG Floor,47
17556,8210L-200,ZLDO1117G12TA,47,0,47,1,47,MFG Floor,47
14698,8159-50,PA4341.103NLT,47,0,47,1,47,MFG Floor,47
39862,8766LF-1-10,43031-0012,47,0,47,1,47,MFG Floor,47
2665,7584-16,UMK107ABJ474KA-T,46,0,46,1,46,MFG Floor,46
3238,7848-21,BK2125LM252-T,46,0,46,1,46,MFG Floor,46
19985,8080L-1-320,ABM3B-25.000MHZ-10-1-U-T,46,0,46,1,46,MFG Floor,46
25575,6590L-42,NCP3063BDR2G,46,0,46,1,46,MFG Floor,46
3938,7747-10,150141VS73100,46,0,46,1,46,MFG Floor,46
3608,7943-30,S1A,46,0,46,1,46,MFG Floor,46
22156,8169M-465,HCPL-181-00DE,45,0,45,1,45,MFG Floor,45
18323,7944L-26,ELL-6SH470M,45,0,45,1,45,1503009,45
17599,6252-65,ADM803TAKSZ-REEL7,45,0,45,1,45,MFG Floor,45
25440,6590L-A-43,AMIS42665TJAA1RG,45,0,45,1,45,MFG Floor,45
9532,8204-145,B4B-XH-A(LF)(SN),45,0,45,1,45,MFG Floor,45
30158,7946l-15,c,45,0,45,2,90,1502101,0
9409,7726-38,RN55D4752FB14,45,0,45,1,45,MFG Floor,45
41481,8128L-45,35362-0450,45,0,45,1,45,MFG Floor,45
4438,6588-28,SPD73R-474M,45,0,45,1,45,MFG Floor,45
12259,8314-330,VC121048H101DP,45,0,45,1,45,MFG Floor,45
3936,7747-15,150141YS73100,45,0,45,1,45,MFG Floor,45
17137,8314-140,SRR1806-151M,45,0,45,1,45,MFG Floor,45
20225,6753L-105,24LC025T-I/OT,45,0,45,1,45,MFG Floor,45
8094,3824-8,ERJ-8ENF1002V,45,0,45,1,45,MFG Floor,45
30560,7144l-230,MCP1826T-3302E/DC,45,0,45,1,45,MFG Floor,45
18001,8532l-5,CL10B104KB8NNNC,45,0,45,1,45,MFG Floor,45
40147,8603-40,1N4148,45,0,45,1,45,MFG Floor,45
26272,8119L-40,LP2992AIM5-3.3,45,0,45,1,45,MFG Floor,45
41410,7703ML-1-23,TSW-103-07-L-S,45,0,45,1,45,MFG Floor,45
4597,8160-60,B3100-13-F,44,0,44,1,44,MFG Floor,44
6191,ACI-3896,RNCF2010BTE2M55,88,44,44,1,44,1503001,0
3178,7848-13,SS22-TP,44,0,44,1,44,MFG Floor,44
10287,5570-1/10,FEC15-24D12,44,0,44,1,44,MFG Floor,40
6637,7547-40,MJD127G,44,0,44,1,44,MFG Floor,44
3954,8080L-60,GRM31CR61E226KE15L,44,0,44,1,44,MFG Floor,44
4631,7688-20,CRCW12100000Z0EA,44,0,44,1,44,MFG Floor,44
11940,8247-10,GRT31CR61H106KE01L,44,0,44,2,44,MFG Floor,22
6649,7331M-9,MF-MSMF050-2,44,0,44,1,44,MFG Floor,44
28031,8490M-40,1SMB5920BT3G,44,0,44,1,44,MFG Floor,44
19291,6796-55,SML-LX23YC-TR,44,0,44,1,44,MFG Floor,44
2975,6970-G1-22,LR645N8-G,76,32,44,1,44,MFG Floor,44
13619,6590-42,NCP3063BDR2G,43,0,43,1,43,MFG Floor,43
21192,8796L-20,39-01-4030,43,0,43,1,43,MFG Floor,43
6153,7595-47,TL783CKTTR,43,0,43,1,43,MFG Floor,43
14000,8314-425,LTST-C190CKT,43,0,43,1,43,MFG Floor,43
18271,8539-135,SIT8008BI-13-33E-8.000000G,42,0,42,1,42,MFG Floor,42
6813,8176-120,CRCW08055K10FKEA,42,0,42,1,42,MFG Floor,42
4614,8095-250,LTV-824S,42,0,42,1,42,MFG Floor,42
11269,8138M-310,ERJ-6ENF1002V,42,0,42,1,42,MFG Floor,42
14662,8287L-1-45,B260A-13-F,42,0,42,1,42,MFG Floor,42
29280,7946l-265,SP0503BAHTG,42,0,42,1,42,MFG Floor,42
21801,8320L-20,HSMC-C190,42,0,42,1,42,MFG Floor,42
21001,8311M-3-160,TPS3701DDC,42,0,42,1,42,MFG Floor,42
14640,6846-51,LM741CN,59,17,42,1,42,MFG Floor,25
22835,7143L-62,CPH3225A,42,0,42,1,42,MFG Floor,42
7441,8229L-200,S3B,82,41,41,1,41,1603011,0
4077,7747-15,150141YS73100,41,0,41,1,41,MFG Floor,41
10772,7686-27,MIC2026-1YM-TR,41,0,41,1,41,MFG Floor,41
23626,7686-26,ABM7-25.000MHZ-D2Y-T,41,0,41,1,41,MFG Floor,41
32117,8520l-120,150060RS75000,40,0,40,1,40,MFG Floor,40
28818,7946l-20,C1210C107M8PACTU,40,0,40,1,40,1502101,0
8781,6779ML-65,MF1/4DCT52R1302F,40,0,40,1,280,1501504,0
34449,7946L-90,MF-LSMF300/24X-2,40,0,40,1,40,1502201,0
25649,6588L-22,APHCM2012CGCK-F01,40,0,40,1,40,MFG Floor,40
25614,6948L-10,08055C104KAT2A,40,0,40,1,40,MFG Floor,40
14995,8691L-8,TAJB475K016RNJ,40,0,40,1,40,MFG Floor,40
4608,7210-26,GRM155R71E103KA01D,40,0,40,1,40,MFG Floor,40
31404,7686-26,ABM7-25.000MHZ-D2Y-T,40,0,40,1,40,MFG Floor,40
34379,8764l-395,MMBT5551-7-F,40,0,40,1,40,MFG Floor,40
4471,7907L-25,BSS84PH6433XTMA1,40,0,40,1,40,MFG Floor,40
40730,6138L-3,43045-0800,40,0,40,1,40,MFG Floor,40
34331,8594l-1040,RMCF0603FT4K70,40,0,40,2,80,MFG Floor,0
3590,8071-19,ERA-6AEB102V,40,0,40,1,40,1301405,40
19127,8328-145,GRM32EC70J107ME15L,40,0,40,1,40,MFG Floor,40
27539,8525ML-1-695,MIC2026-1YM,40,0,40,1,40,MFG Floor,40
2556,7124-9,ERJ-3EKF1002V,40,0,40,1,60,MFG Floor,60
6906,8133-120,BAT54C,40,0,40,1,40,MFG Floor,40
37600,7396-105,RNF14FTD1K00,40,0,40,1,40,MFG Floor,40
6656,7595-18,ABMM-16.000MHZ-B2-T,40,0,40,1,40,MFG Floor,40
18811,6463-45,SML-LX23GC-TR,40,0,40,1,40,MFG Floor,40
34527,7946L-285,LM3704XCMM-308/NOPB,40,0,40,1,40,MFG Floor,40
27809,8515l-1-340,CRM1206-JW-4R7ELF,40,0,40,1,40,MFG Floor,40
36965,5678ML-2,SR215C103KAA,40,0,40,1,40,MFG Floor,0
15467,8314-35,EMZA250ADA471MJA0G,40,0,40,1,40,MFG Floor,40
27337,8080L-1-15,C0603C222K5RACTU,80,40,40,1,40,MFG Floor,0
10801,8532l-55,C0805C103K1RACTU,40,0,40,1,40,MFG Floor,40
33423,8500-195,MMBT2222A-TP,40,0,40,1,80,MFG Floor,80
28355,7944L-10,MBRS140T3G,40,0,40,1,40,MFG Floor,40
10804,7848-9,EEE-1VA101XP,40,0,40,1,40,MFG Floor,40
6539,8183L-195,CRCW040227R0FKED,40,0,40,1,40,MFG Floor,40
34346,8594l-260,L-07C3N3SV6T,40,0,40,2,80,MFG Floor,40
17517,8210L-150,IS61LV5128AL-10TLI,40,0,40,1,40,MFG Floor,40
3695,8176-40,C0805C334K5RACTU,40,0,40,1,40,MFG Floor,40
5385,6225-7,FQT1N60CTF_WS,40,0,40,1,40,MFG Floor,40
41305,8128L-35,43650-0219,40,0,40,1,40,MFG Floor,40
30719,3755-150,MV3750,40,0,40,1,40,MFG Floor,40
10278,A1689L-11,MC7908CT,40,0,40,1,40,MFG Floor,40
36942,6779ML-7,TAP105K025SCS,40,0,40,1,40,MFG Floor,40
11046,8122-70,HSMG-C190,80,40,40,1,40,1406504,0
4505,7584-60,ERA-6AEB204V,40,0,40,1,40,MFG Floor,40
34372,8767L-15,GRM21BR61E106KA73K,40,0,40,1,40,MFG Floor,40
2454,7682-20,ERJ-12ZYJ510U,80,40,40,1,40,1503003,0
9658,8186-20,3266W-1-102LF,40,0,40,1,40,MFG Floor,40
36869,5684L-4,22-12-2024,40,0,40,1,40,MFG Floor,40
37060,8369L-40,GHR-03V-S,40,0,40,1,60,MFG Floor,60
33926,7451-32,PCF8574PWR,40,0,40,1,40,MFG Floor,40
33921,7944L-1-50,EEE-FK1V221P,40,0,40,1,40,1301206,0
3168,7848-50,MCR18ERTF2261,40,0,40,1,40,MFG Floor,40
15045,8167M-370,ACPL-M61L-500E,80,40,40,1,40,1101206,0
6458,8721L-75,C0603C103K5RACTU,40,0,40,1,40,MFG Floor,40
15078,8167M-85,06033D104KAT2A,80,40,40,1,40,1503008,0
44917,8731L-25,RA717,40,0,40,1,40,MFG Floor,40
5384,6588-14,SMBJ30CA,40,0,40,1,40,MFG Floor,40
34984,8197-15,BSS84DW-7-F,39,0,39,1,39,MFG Floor,0
6704,7996-15,MBR0530-TP,39,0,39,1,39,MFG Floor,39
20155,8080l-1-470,SC4501MSETRT,39,0,39,1,39,MFG Floor,39
11320,ACI-4513,RMCF0805FT10R0,78,39,39,1,39,1406701,0
38115,7394-160,CD4050BE,39,0,39,1,39,MFG Floor,39
38201,5678ML-12,1803594,39,0,39,1,39,MFG Floor,0
2835,6441-8,08053A222JAT2A,39,0,39,1,39,MFG Floor,39
15899,8288-80,ERJ-P6WF2701V,38,0,38,1,38,MFG Floor,38
11321,8037-110,CRCW060334K8FKEA,38,0,38,1,38,MFG Floor,38
7262,7907LB-8,SS13FL,38,0,38,1,38,MFG Floor,38
7549,8168L-155,ERJ-3EKF1000V,38,0,38,1,38,MFG Floor,38
11276,8169M-350,ERJ-6ENF2002V,37,0,37,1,37,MFG Floor,0
4305,5189-6,EEE-FC1V331P,37,0,37,1,37,MFG Floor,0
21796,8320L-5,TAJR104M035RNJ,37,0,37,1,37,MFG Floor,37
9945,8191M-110,OP07EPZ,37,0,37,1,37,MFG Floor,37
6779,8183L-270,C1005X5R1H104K050BB,37,0,37,1,37,MFG Floor,37
2289,6590-2,T495X336K035ATE250,37,0,37,1,37,MFG Floor,37
24217,6590L-38,SN74LV14APWR,37,0,37,1,37,MFG Floor,37
17455,8080L-1-205,CRCW060313K7FKEA,37,0,37,1,37,MFG Floor,37
7738,7785-72,FT232RQ-REEL,37,0,37,1,37,MFG Floor,37
3224,8349M-300,ERJ-3EKF1101V,36,0,36,1,36,MFG Floor,36
2714,8019-1,C0603C103K5RACTU,36,0,36,1,36,MFG Floor,36
40305,8736L-10,P10-10R-D,36,0,36,1,36,MFG Floor,36
8510,8037-19,MBR0530,36,0,36,1,36,MFG Floor,36
33592,8620ML-275,TCK-044,36,0,36,1,36,MFG Floor,36
7365,8008-435,1N4148W-7-F,36,0,36,1,36,MFG Floor,36
12819,7331-13,LMV321ILT,36,0,36,1,36,MFG Floor,36
31537,6519l-2-12,SN74HC541DW,35,0,35,1,35,MFG Floor,35
30739,7944L-20,CL21A226MOQNNNE,35,0,35,1,35,MFG Floor,35
3346,8359ML-185,SN65HVD230DR,35,0,35,1,35,MFG Floor,35
30219,6758-195,CHS-01,35,0,35,1,35,MFG Floor,35
11877,8083-1/35,RXEF050,35,0,35,1,35,MFG Floor,35
2738,8054-19,ERJ-2GE0R00X,35,0,35,1,35,MFG Floor,35
10517,4682-32,MOX300005005FE,35,0,35,1,35,MFG Floor,35
6170,8168L-130,RC0603FR-07100KL,35,0,35,1,35,MFG Floor,35
2809,8080L-120,GRM21BR61E106KA73L,35,0,35,1,35,MFG Floor,35
5127,6590-45,ADUM1401BRWZ-RL,35,0,35,1,35,MFG Floor,35
32436,7944L-2,06036D106MAT2A,35,0,35,1,35,MFG Floor,35
13633,6753-81,ILD206T,35,0,35,1,35,MFG Floor,35
16887,6588L-22,APHCM2012CGCK-F01,35,0,35,1,35,MFG Floor,35
6575,8103-15,ERJ-12ZYJ103U,35,0,35,1,35,MFG Floor,35
36811,7946L-230,300SP1J1BLKM7QE,70,35,35,1,35,1502201,0
5693,7686-36,BAT42WS-TP,35,0,35,1,35,MFG Floor,35
13176,8204-220,CC0603KRX5R6BB105,35,0,35,1,35,MFG Floor,35
14499,8218L-65,TSM650P03CXRFG,35,0,35,1,140,MFG Floor,105
8741,8003-18,MF1/4DCT52R1822F,3500,3465,35,1,35,MFG Floor,35
36218,4553-310,C0603C102K5RACTU,55,20,35,1,35,1605001,0
18324,7944L-105,SMAJ24CA,35,0,35,1,35,MFG Floor,35
15089,8258L-180,RMCF0402ZT0R00,35,0,35,1,35,MFG Floor,35
30467,8690L-45,TC1262-3.3VDBTR,35,0,35,1,35,MFG Floor,35
20173,8080L-1-280,BQ2205LYPWR,34,0,34,1,34,MFG Floor,34
6912,8136L-220,SMTSO-440-8ET,34,0,34,1,34,MFG Floor,34
38004,7396-245,FOXLF024S,37,3,34,2,34,MFG Floor,17
11941,7944L-15,CL21B106KOQNNNE,34,0,34,1,34,MFG Floor,34
2866,8691L-7,TCA1C106M8R,34,0,34,1,34,MFG Floor,34
5901,7221L-26,L3G4200DTR,33,0,33,1,33,MFG Floor,33
17224,7143L-13,GMK107BJ105KA-T,33,0,33,1,33,MFG Floor,33
16063,8314-90,SMBJ5373B-TPMSCT-ND,33,0,33,1,33,MFG Floor,33
38120,7396-255,CD4098BE,32,0,32,1,32,MFG Floor,32
12845,7143l-10,UMK325BJ106KM-T,32,0,32,1,32,MFG Floor,32
24220,6590L-39,MIC2954-03WSTR,32,0,32,1,32,MFG Floor,32
16049,8252M-3-105,FDN5618P,32,0,32,1,32,MFG Floor,32
3211,7848-14,BZX84C12LT1G,32,0,32,1,32,MFG Floor,32
44823,8731L-20,39-01-4030,32,0,32,1,136,2203306,0
12570,8126L-275,SMTSO-440-8ET,31,0,31,1,31,MFG Floor,31
37942,1557-1-12,1429-20/19-8,31,0,31,1,31,MFG Floor,0
38815,7946L-255,LM3704XCMM-308/NOPB,60,30,30,1,30,1502201,0
23411,7605-9,ERJ-3EKF2001V,60,30,30,1,30,1503013,0
33444,8500-410,REF5045AIDGKR,50,20,30,1,30,1506403,0
2281,6463-125,ERJ-3EKF1002V,30,0,30,1,30,MFG Floor,30
40360,8098-35,1N4148,30,0,30,1,30,MFG Floor,30
1363,7688-34,ERJ-2GEJ200X,30,0,30,1,30,MFG Floor,30
39183,8021M-60,640443-2,30,0,30,1,150,1603007,0
40785,8737L-25,F2213/8-BK007 50FT RL,30,0,30,1,30,MFG Floor,30
4933,6796-35,C1608X7R1H103K080AA,30,0,30,1,30,MFG Floor,30
36947,5477-10,1N914,30,0,30,1,30,MFG Floor,0
10169,8197-40,WP3VEGW,30,0,30,1,30,MFG Floor,30
13629,6590L-A-36,TPS73618DBVT,30,0,30,1,30,MFG Floor,30
39005,8741L-70,43650-0216,30,0,30,1,30,MFG Floor,30
31523,7944L-1-105,SMAJ24CA,30,0,30,1,30,MFG Floor,30
38192,6779ML-49,68WR1KLF,30,0,30,1,44,1501503,0
40904,8197-40,WP3VEGW,30,0,30,1,30,MFG Floor,0
44344,8730L-20,3365/20,30,0,30,1,30,MFG Floor,30
12424,8195L-10,GMK316AB7106KL-TR,30,0,30,1,30,MFG Floor,30
188,7915-25,ES1J,30,0,30,1,30,MFG Floor,30
37071,8369L-50,501646-2800,30,0,30,1,45,MFG Floor,45
37055,8364L-50,3-640440-2,30,0,30,1,30,MFG Floor,30
3034,8080L-510,ULN2803ADWR,30,0,30,1,30,MFG Floor,30
36621,6590L-A-35,"LPC2919FBD144/01/,551",30,0,30,1,30,MFG Floor,30
14364,8033-3,APA-102-8192,60,30,30,1,30,1301503,0
4323,6588-27,744227,30,0,30,1,30,MFG Floor,30
16315,8245L-350,DRV5032FADBZR,30,0,30,1,30,MFG Floor,0
16593,8525ML-1-50,CL05A105KO5NNNC,30,0,30,1,30,MFG Floor,30
17075,8791L-1-5,CL31B105KCHNNNE,30,0,30,1,30,MFG Floor,30
12900,6948l-21,SML-LX0603IW-TR,30,0,30,1,30,MFG Floor,30
19305,7143L-57,MBR0520LT1G,30,0,30,2,60,MFG Floor,30
21794,7331M-13,LMV321ILT,30,0,30,1,30,MFG Floor,30
24207,6590L-A-57,744227,30,0,30,1,30,MFG Floor,30
25907,8439l-215,LSM6DSOXTR,60,30,30,1,30,1502206,0
28354,7944L-11,SML-LX0603GW-TR,30,0,30,1,30,MFG Floor,30
36826,8127L-30,39-28-1023,29,0,29,1,29,MFG Floor,29
8390,6163L-7,ECJ-1VB1H102K,29,0,29,1,29,MFG Floor,29
17011,8520l-195,RMCF0402FT10K0,29,0,29,1,29,MFG Floor,29
37901,8098-55,CD40106BE,29,0,29,1,29,MFG Floor,29
5996,C8081M-5,C1608X8R1E154K,29,0,29,1,29,MFG Floor,29
25443,6588L-73,MIC2954-03WSTR,29,0,29,1,29,MFG Floor,29
37969,7396-220,1.5KE15A,28,0,28,1,28,MFG Floor,28
14704,8080L-165,B160-13-F,28,0,28,1,28,MFG Floor,28
2798,6134-8,ECJ-GVB1E225K,28,0,28,1,28,MFG Floor,28
19633,7331M-38,MCP2120-I/SL,28,0,28,1,28,MFG Floor,28
2753,7915-21,06035A201FAT2A,28,0,28,1,28,MFG Floor,28
6602,6458-8,SN65LBC182D,28,0,28,1,28,MFG Floor,28
39373,8770L-5,1586027-5,28,0,28,1,28,MFG Floor,0
5720,7686-54,ELC-3GN100M,28,0,28,1,28,MFG Floor,28
19582,8169M-480,TSM103WIDT,28,0,28,1,28,MFG Floor,28
4115,8080L-165,B160-13-F,28,0,28,1,28,MFG Floor,28
38273,A1689L-2,1727010,28,0,28,1,28,MFG Floor,28
20728,6463-105,BSS84,27,0,27,1,27,MFG Floor,27
26895,8119L-40,LP2992AIM5-3.3/NOPB,27,0,27,1,27,MFG Floor,27
37424,8021M-60,640443-2,27,0,27,1,27,MFG Floor,0
20206,6753L-37,SSF-LXH305SGD,27,0,27,1,27,MFG Floor,27
12411,8195L-20,CL32A107MPVNNNE,27,0,27,1,27,MFG Floor,27
18493,8256L-50,CDSOT23-SRV05-4,27,0,27,1,27,MFG Floor,27
38903,6519L-2-14,TSW-113-07-T-S,27,0,27,1,27,MFG Floor,27
4180,6588-35,SPD73R-474M,27,0,27,1,27,MFG Floor,27
30268,6588L-77,"LPC2919FBD144/01/,551",27,0,27,1,27,MFG Floor,27
6049,8488l-80,GRM32ER61E226KE15L,39,13,26,2,26,1403007,0
12800,6252-70,ECS-240-18-5PXEN-TR,26,0,26,1,26,MFG Floor,26
13547,8138M-410,IFX27001TFV33,26,0,26,1,26,MFG Floor,26
40833,7801L-F-85,92141A005,26,0,26,1,26,MFG Floor,26
6866,8038-55,ES3A-E3/57T,26,0,26,1,26,MFG Floor,26
6469,8582ML-505,CRCW12060000Z0EA,26,0,26,1,26,MFG Floor,26
4881,6590-47,ADM803TAKSZ-REEL7,26,0,26,1,26,MFG Floor,26
4297,5189-46,"74HCT541D,652",26,0,26,1,26,MFG Floor,26
10363,8080L-1-515,MOC3041SR2VM,25,0,25,1,25,MFG Floor,25
20608,8467L-70,SN74LVC1G14DCKR,25,0,25,1,25,MFG Floor,25
42977,8098-45,CD14538BE,25,0,25,1,25,MFG Floor,25
38199,6779ML-120,1803426,45,20,25,1,25,1501601,0
29304,7944L-40,CL10B105MO8NNWC,25,0,25,1,25,MFG Floor,25
17077,7944L-30,CL31A106MBHNNNE,25,0,25,1,25,MFG Floor,25
4488,6588-53,TPS73618DBVT,25,0,25,1,25,MFG Floor,25
37578,7946L-245,CY14B104LA-ZS45XIT,50,25,25,1,25,1502402,0
13060,8222-15,LTST-C193KGKT-5A,25,0,25,1,25,MFG Floor,0
27710,7758-150,1984882,25,0,25,1,25,MFG Floor,25
33082,6707L-1,CFAH2002A-NGG-JT,25,0,25,1,25,MFG Floor,25
20219,6753L-98,S558-5999-Z5-F,25,0,25,1,25,MFG Floor,25
2965,6252-14,C2012X7R1E475K,25,0,25,1,25,MFG Floor,25
3688,8064-24,ERA-6AEB103V,25,0,25,1,25,MFG Floor,25
3000,7944-6,UMK212BJ105KG-T,25,0,25,1,25,MFG Floor,25
37429,8513-5,640457-2,25,0,25,1,25,MFG Floor,25
6870,8509L-1-120,IM06GR,25,0,25,1,25,MFG Floor,25
9766,6858L-21,1803578,52,27,25,1,25,2204301,0
19480,8258L-80,5013310607,25,0,25,1,25,MFG Floor,25
16614,8258L-110,BSS138W-TP,25,0,25,1,25,MFG Floor,25
12471,8195L-30,B160-13-F,25,0,25,1,25,MFG Floor,25
41597,8606M-165,AE40BLP/20FG41SN-99,25,0,25,1,25,MFG Floor,25
32431,7944L-16,SMAJ24CA,25,0,25,1,25,MFG Floor,25
15278,8245L-485,CSNL1206FT1L00,25,0,25,1,25,MFG Floor,25
6591,8071-8,MBR0530,25,0,25,1,25,1301405,25
7000,7595-9,204-4ST,25,0,25,1,25,MFG Floor,25
2748,8055-87,RMCF0402FT5K90,25,0,25,1,25,MFG Floor,0
11943,8176-125,ERJ-6GEYJ513V,25,0,25,1,25,MFG Floor,25
33042,7946L-260,MIC2026-1YM,50,25,25,1,25,1502301,0
23284,7750L-60,CRCW120622K0FKEA,25,0,25,1,25,MFG Floor,25
39901,7946L-110,0821-1X1T-36-F,25,0,25,1,25,1502202,0
16995,8256L-60,1277AS-H-1R5MP2,25,0,25,1,25,MFG Floor,25
7261,7907LB-14,"BSS84,215",24,0,24,1,24,MFG Floor,24
5706,8291-225,MBR0530-TP,24,0,24,1,24,MFG Floor,24
2775,7848-9,EEE-1VA101XP,24,0,24,1,24,MFG Floor,24
6246,7603-14,1N4148WS,24,0,24,1,24,MFG Floor,24
39205,7254R-3,VTB8441BH,24,0,24,1,24,MFG Floor,24
12257,8138M-410,IFX27001TFV33,24,0,24,1,24,MFG Floor,24
20311,8080L-1-110,DM3C-SF,24,0,24,1,24,MFG Floor,24
21173,8466L-40,CDSOT23-SRV05-4,24,0,24,1,24,MFG Floor,24
3185,8200-140,EMK107ABJ475KA-T,24,0,24,1,24,MFG Floor,24
11942,8176-110,ERJ-6GEYJ105V,24,0,24,1,24,MFG Floor,24
44289,8731L-5,1586027-5,24,0,24,2,24,MFG Floor,12
20227,6588L-76,AMIS42665TJAA1RG,24,0,24,1,24,MFG Floor,24
4258,6588-65,LTC2704IGW-12#PBF,24,0,24,1,24,MFG Floor,24
12322,8277-20,CRCW12061K50FKEA,24,0,24,1,24,MFG Floor,24
13979,8202L-30,S2B-PH-K-SLFSN,46,23,23,1,23,MFG Floor,23
17436,8314-370,PIC24EP256GU810-I/PT,23,0,23,1,23,MFG Floor,23
22742,8384L-40,87340-0613,23,0,23,1,23,MFG Floor,23
35681,4553-45,2350-6121TG,23,0,23,1,25,2205303,0
11107,8171L-215,DMN3404L-7,23,0,23,1,23,MFG Floor,23
35471,7396-180,C410C472K1R5TA,23,0,23,1,23,MFG Floor,23
